year,species,site,plot,trt,treatment,pods,cover0,arsincover0,cover3,arsincover3,cover5,arsincover5
2011,FRVI,Hyslop,51,6,Roundup 0.2,,,,,,,
2011,FRVI,Hyslop,57,1,Carrier Control,,0.4,0.06328779298136195,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,60,8,Rdup+Bnvl 0.2,,0.4,0.06328779298136195,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,63,8,Rdup+Bnvl 0.2,,0.5,0.07076973666221362,,,1.5,0.12278275875764601
2011,FRVI,Hyslop,64,7,Rdup+Bnvl 0.1,,1.0,0.1001674211615598,,,1.5,0.12278275875764601
2011,FRVI,Hyslop,65,4,Banvel 0.2,,0.3,0.054799678915819716,,,0.5,0.07076973666221362
2011,FRVI,Hyslop,71,6,Roundup 0.2,,0.6,0.0775373364821692,,,1.3,0.11426603697381206
2011,FRVI,Hyslop,74,1,Carrier Control,,0.3,0.054799678915819716,,,0.7,0.08376392174966676
2011,FRVI,Hyslop,75,3,Banvel 0.1,,1.0,0.1001674211615598,,,1.3,0.11426603697381206
2011,FRVI,Hyslop,80,3,Banvel 0.1,,0.6,0.0775373364821692,,,1.3,0.11426603697381206
2011,FRVI,Hyslop,81,3,Banvel 0.1,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2011,FRVI,Hyslop,82,2,No Spray,,0.2,0.044736280102247346,,,1.0,0.1001674211615598
2011,FRVI,Hyslop,83,4,Banvel 0.2,,0.1,0.03162804943757168,,,0.1,0.03162804943757168
2011,FRVI,Hyslop,86,6,Roundup 0.2,,0.6,0.0775373364821692,,,1.5,0.12278275875764601
2011,FRVI,Hyslop,91,8,Rdup+Bnvl 0.2,,1.5,0.12278275875764601,,,1.5,0.12278275875764601
2011,FRVI,Hyslop,93,7,Rdup+Bnvl 0.1,,0.8,0.0895624074394449,,,0.7,0.08376392174966676
2011,FRVI,Hyslop,96,7,Rdup+Bnvl 0.1,,0.5,0.07076973666221362,,,1.0,0.1001674211615598
2011,FRVI,Hyslop,100,6,Roundup 0.2,,0.3,0.054799678915819716,,,0.8,0.0895624074394449
2011,FRVI,Hyslop,101,7,Rdup+Bnvl 0.1,,0.5,0.07076973666221362,,,1.0,0.1001674211615598
2011,FRVI,Hyslop,102,3,Banvel 0.1,,0.3,0.054799678915819716,,,0.7,0.08376392174966676
2011,FRVI,Hyslop,106,2,No Spray,,0.5,0.07076973666221362,,,0.5,0.07076973666221362
2011,FRVI,Hyslop,107,5,Roundup 0.1,,0.5,0.07076973666221362,,,1.0,0.1001674211615598
2011,FRVI,Hyslop,111,6,Roundup 0.2,,0.5,0.07076973666221362,,,0.8,0.0895624074394449
2011,FRVI,Hyslop,113,2,No Spray,,0.7,0.08376392174966676,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,114,1,Carrier Control,,0.2,0.044736280102247346,,,0.3,0.054799678915819716
2011,FRVI,Hyslop,116,2,No Spray,,0.5,0.07076973666221362,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,117,5,Roundup 0.1,,1.5,0.12278275875764601,,,2.7,0.1650653238164257
2011,FRVI,Hyslop,121,6,Roundup 0.2,,2.5,0.15878021464576067,,,3.0,0.17408301063648043
2011,FRVI,Hyslop,122,4,Banvel 0.2,,0.5,0.07076973666221362,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,123,5,Roundup 0.1,,6.0,0.24746706317044773,,,0.7,0.08376392174966676
2011,FRVI,Hyslop,125,2,No Spray,,0.5,0.07076973666221362,,,2.3,0.152244963364139
2011,FRVI,Hyslop,126,1,Carrier Control,,0.7,0.08376392174966676,,,1.5,0.12278275875764601
2011,FRVI,Hyslop,127,3,Banvel 0.1,,0.2,0.044736280102247346,,,0.8,0.0895624074394449
2011,FRVI,Hyslop,128,4,Banvel 0.2,,0.4,0.06328779298136195,,,1.0,0.1001674211615598
2011,FRVI,Hyslop,131,6,Roundup 0.2,,0.2,0.044736280102247346,,,0.3,0.054799678915819716
2011,FRVI,Hyslop,132,8,Rdup+Bnvl 0.2,,0.8,0.0895624074394449,,,0.7,0.08376392174966676
2011,FRVI,Hyslop,137,3,Banvel 0.1,,0.7,0.08376392174966676,,,2.8,0.1681228942962163
2011,FRVI,Hyslop,143,5,Roundup 0.1,,0.6,0.0775373364821692,,,1.7,0.13075632458015415
2011,FRVI,Hyslop,156,7,Rdup+Bnvl 0.1,,0.2,0.044736280102247346,,,0.1,0.03162804943757168
2011,FRVI,Hyslop,158,7,Rdup+Bnvl 0.1,,0.4,0.06328779298136195,,,0.5,0.07076973666221362
2011,FRVI,Hyslop,168,5,Roundup 0.1,,0.7,0.08376392174966676,,,0.8,0.0895624074394449
2011,FRVI,Hyslop,169,8,Rdup+Bnvl 0.2,,0.3,0.054799678915819716,,,1.0,0.1001674211615598
2011,FRVI,Hyslop,171,1,Carrier Control,,0.5,0.07076973666221362,,,1.0,0.1001674211615598
2011,FRVI,Hyslop,172,5,Roundup 0.1,,0.7,0.08376392174966676,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,173,8,Rdup+Bnvl 0.2,,0.3,0.054799678915819716,,,1.5,0.12278275875764601
2011,FRVI,Hyslop,174,1,Carrier Control,,0.7,0.08376392174966676,,,0.9,0.09501121173135532
2011,FRVI,Hyslop,175,7,Rdup+Bnvl 0.1,,1.0,0.1001674211615598,,,2.7,0.1650653238164257
2011,FRVI,Hyslop,178,4,Banvel 0.2,,0.2,0.044736280102247346,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,179,8,Rdup+Bnvl 0.2,,0.3,0.054799678915819716,,,1.0,0.1001674211615598
2011,FRVI,Hyslop,180,3,Banvel 0.1,,0.5,0.07076973666221362,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,181,3,Banvel 0.1,,0.5,0.07076973666221362,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,183,7,Rdup+Bnvl 0.1,,0.5,0.07076973666221362,,,0.5,0.07076973666221362
2011,FRVI,Hyslop,184,2,No Spray,,0.4,0.06328779298136195,,,1.2,0.1097647921249647
2011,FRVI,Hyslop,185,5,Roundup 0.1,,0.6,0.0775373364821692,,,1.3,0.11426603697381206
2011,FRVI,Hyslop,187,8,Rdup+Bnvl 0.2,,0.3,0.054799678915819716,,,1.0,0.1001674211615598
2011,FRVI,Hyslop,188,4,Banvel 0.2,,0.4,0.06328779298136195,,,1.4,0.11859943334659401
2011,FRVI,Botany,203,6,Roundup 0.2,,3.5,0.1881917411588641,,,2.0,0.1418970546041639
2011,FRVI,Botany,206,8,Rdup+Bnvl 0.2,,0.5,0.07076973666221362,,,1.2,0.1097647921249647
2011,FRVI,Botany,209,2,No Spray,,0.9,0.09501121173135532,,,1.5,0.12278275875764601
2011,FRVI,Botany,210,1,Carrier Control,,0.3,0.054799678915819716,,,0.3,0.054799678915819716
2011,FRVI,Botany,224,1,Carrier Control,,2.0,0.1418970546041639,,,4.0,0.20135792079033082
2011,FRVI,Botany,225,1,Carrier Control,,,,,,,
2011,FRVI,Botany,232,1,Carrier Control,,0.6,0.0775373364821692,,,0.8,0.0895624074394449
2011,FRVI,Botany,234,6,Roundup 0.2,,1.5,0.12278275875764601,,,1.2,0.1097647921249647
2011,FRVI,Botany,236,5,Roundup 0.1,,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2011,FRVI,Botany,237,7,Rdup+Bnvl 0.1,,0.4,0.06328779298136195,,,0.5,0.07076973666221362
2011,FRVI,Botany,247,1,Carrier Control,,2.0,0.1418970546041639,,,5.0,0.2255134058981312
2011,FRVI,Botany,248,5,Roundup 0.1,,0.8,0.0895624074394449,,,1.0,0.1001674211615598
2011,FRVI,Botany,252,3,Banvel 0.1,,1.8,0.13456986643727625,,,0.1,0.03162804943757168
2011,FRVI,Botany,257,7,Rdup+Bnvl 0.1,,,,,,,
2011,FRVI,Botany,258,6,Roundup 0.2,,0.25,0.050020856805770016,,,0.1,0.03162804943757168
2011,FRVI,Botany,260,5,Roundup 0.1,,,,,,,
2011,FRVI,Botany,261,3,Banvel 0.1,,0.5,0.07076973666221362,,,1.3,0.11426603697381206
2011,FRVI,Botany,264,5,Roundup 0.1,,0.25,0.050020856805770016,,,0.5,0.07076973666221362
2011,FRVI,Botany,265,3,Banvel 0.1,,0.6,0.0775373364821692,,,0.8,0.0895624074394449
2011,FRVI,Botany,266,4,Banvel 0.2,,1.0,0.1001674211615598,,,0.0,0.0
2011,FRVI,Botany,275,6,Roundup 0.2,,,,,,,
2011,FRVI,Botany,277,8,Rdup+Bnvl 0.2,,0.5,0.07076973666221362,,,1.2,0.1097647921249647
2011,FRVI,Botany,278,4,Banvel 0.2,,1.0,0.1001674211615598,,,1.5,0.12278275875764601
2011,FRVI,Botany,281,8,Rdup+Bnvl 0.2,,,,,,,
2011,FRVI,Botany,288,3,Banvel 0.1,,1.0,0.1001674211615598,,,1.5,0.12278275875764601
2011,FRVI,Botany,290,2,No Spray,,2.0,0.1418970546041639,,,0.7,0.08376392174966676
2011,FRVI,Botany,297,6,Roundup 0.2,,,,,,,
2011,FRVI,Botany,300,4,Banvel 0.2,,0.7,0.08376392174966676,,,1.2,0.1097647921249647
2011,FRVI,Botany,301,7,Rdup+Bnvl 0.1,,,,,,,
2011,FRVI,Botany,302,8,Rdup+Bnvl 0.2,,0.6,0.0775373364821692,,,,
2011,FRVI,Botany,303,6,Roundup 0.2,,1.5,0.12278275875764601,,,2.7,0.1650653238164257
2011,FRVI,Botany,304,8,Rdup+Bnvl 0.2,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2011,FRVI,Botany,305,5,Roundup 0.1,,0.8,0.0895624074394449,,,1.0,0.1001674211615598
2011,FRVI,Botany,309,7,Rdup+Bnvl 0.1,,,,,,,
2011,FRVI,Botany,310,1,Carrier Control,,0.7,0.08376392174966676,,,1.2,0.1097647921249647
2011,FRVI,Botany,311,3,Banvel 0.1,,1.5,0.12278275875764601,,,1.2,0.1097647921249647
2011,FRVI,Botany,312,7,Rdup+Bnvl 0.1,,0.6,0.0775373364821692,,,0.0,0.0
2011,FRVI,Botany,319,3,Banvel 0.1,,0.3,0.054799678915819716,,,1.0,0.1001674211615598
2011,FRVI,Botany,320,3,Banvel 0.1,,,,,,,
2011,FRVI,Botany,321,8,Rdup+Bnvl 0.2,,1.5,0.12278275875764601,,,0.7,0.08376392174966676
2011,FRVI,Botany,324,1,Carrier Control,,2.2,0.1488732800376366,,,4.0,0.20135792079033082
2011,FRVI,Botany,326,2,No Spray,,0.5,0.07076973666221362,,,0.8,0.0895624074394449
2011,FRVI,Botany,327,2,No Spray,,0.25,0.050020856805770016,,,0.0,0.0
2011,FRVI,Botany,328,4,Banvel 0.2,,1.0,0.1001674211615598,,,3.0,0.17408301063648043
2011,FRVI,Botany,329,6,Roundup 0.2,,0.6,0.0775373364821692,,,1.0,0.1001674211615598
2011,FRVI,Botany,330,8,Rdup+Bnvl 0.2,,,,,,,
2011,FRVI,Botany,331,5,Roundup 0.1,,0.5,0.07076973666221362,,,2.3,0.152244963364139
2011,FRVI,Botany,332,5,Roundup 0.1,,0.5,0.07076973666221362,,,0.5,0.07076973666221362
2011,FRVI,Botany,333,7,Rdup+Bnvl 0.1,,1.25,0.11203764265090962,,,5.0,0.2255134058981312
2011,FRVI,Botany,351,2,No Spray,,0.1,0.03162804943757168,,,0.8,0.0895624074394449
2011,FRVI,Botany,354,7,Rdup+Bnvl 0.1,,1.0,0.1001674211615598,,,1.3,0.11426603697381206
2011,FRVI,Botany,355,7,Rdup+Bnvl 0.1,,1.0,0.1001674211615598,,,1.7,0.13075632458015415
2011,FRVI,Botany,356,2,No Spray,,0.25,0.050020856805770016,,,0.2,0.044736280102247346
2011,FRVI,Botany,359,4,Banvel 0.2,,2.0,0.1418970546041639,,,5.0,0.2255134058981312
2011,FRVI,Botany,363,5,Roundup 0.1,,,,,,,
2011,FRVI,Botany,364,4,Banvel 0.2,,0.75,0.08671116054780226,,,1.5,0.12278275875764601
2011,FRVI,Botany,366,1,Carrier Control,,,,,,,
2011,FRVI,Botany,368,2,No Spray,,0.3,0.054799678915819716,,,0.0,0.0
2011,FRVI,Botany,369,6,Roundup 0.2,,1.0,0.1001674211615598,,,0.7,0.08376392174966676
2011,FRVI,Botany,370,8,Rdup+Bnvl 0.2,,,,,,,
2011,FRVI,Botany,377,3,Banvel 0.1,,,,,,,
2011,FRVI,Botany,379,4,Banvel 0.2,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2011,FRVI,Botany,380,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2011,FRVI,Botany,382,4,Banvel 0.2,,,,,,,
2010,IRTE,Botany,356,1,Carrier Control,2.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,51,4,Banvel 0.1,0.0,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,83,8,Rdup/Bnvl 0.1,6.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2010,IRTE,Botany,306,5,Roundup 0.01,5.0,6.0,0.24746706317044773,,,5.0,0.2255134058981312
2010,IRTE,Botany,355,7,Rdup/Bnvl 0.01,6.0,4.0,0.20135792079033082,,,5.0,0.2255134058981312
2010,IRTE,Botany,351,5,Roundup 0.01,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,198,8,Rdup/Bnvl 0.1,,,,,,,
2010,IRTE,Hyslop,104,8,Rdup/Bnvl 0.1,0.0,1.0,0.1001674211615598,,,0.0,0.0
2010,IRTE,Hyslop,125,8,Rdup/Bnvl 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,12,7,Rdup/Bnvl 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,15,1,Carrier Control,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,17,3,Banvel 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,29,2,No Spray,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,102,1,Carrier Control,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,103,5,Roundup 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,110,4,Banvel 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,126,7,Rdup/Bnvl 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,128,6,Roundup 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,132,1,Carrier Control,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,144,5,Roundup 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,146,2,No Spray,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,147,8,Rdup/Bnvl 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,163,6,Roundup 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,177,5,Roundup 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,185,4,Banvel 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,187,2,No Spray,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,188,5,Roundup 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,199,5,Roundup 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,206,7,Rdup/Bnvl 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,255,6,Roundup 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,260,2,No Spray,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,274,3,Banvel 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,281,6,Roundup 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,311,3,Banvel 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,315,4,Banvel 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,324,5,Roundup 0.01,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,328,2,No Spray,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,329,6,Roundup 0.1,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,363,1,Carrier Control,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,384,1,Carrier Control,0.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,13,5,Roundup 0.01,0.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,101,3,Banvel 0.01,0.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Botany,318,1,Carrier Control,0.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Botany,368,5,Roundup 0.01,0.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Botany,382,8,Rdup/Bnvl 0.1,0.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,4,6,Roundup 0.1,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,73,2,No Spray,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,124,1,Carrier Control,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,142,1,Carrier Control,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,164,1,Carrier Control,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,179,5,Roundup 0.01,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,193,3,Banvel 0.01,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,305,7,Rdup/Bnvl 0.01,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,331,5,Roundup 0.01,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,352,1,Carrier Control,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,362,7,Rdup/Bnvl 0.01,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,381,8,Rdup/Bnvl 0.1,0.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,278,4,Banvel 0.1,0.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Botany,304,6,Roundup 0.1,0.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Botany,377,4,Banvel 0.1,0.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Botany,326,2,No Spray,0.0,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,106,3,Banvel 0.01,0.0,1.0,0.1001674211615598,,,3.0,0.17408301063648043
2010,IRTE,Botany,360,8,Rdup/Bnvl 0.1,0.0,1.0,0.1001674211615598,,,3.0,0.17408301063648043
2010,IRTE,Hyslop,200,6,Roundup 0.1,0.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2010,IRTE,Botany,261,4,Banvel 0.1,0.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2010,IRTE,Hyslop,115,6,Roundup 0.1,0.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2010,IRTE,Botany,217,6,Roundup 0.1,0.0,2.0,0.1418970546041639,,,4.0,0.20135792079033082
2010,IRTE,Botany,297,6,Roundup 0.1,0.0,2.0,0.1418970546041639,,,4.0,0.20135792079033082
2010,IRTE,Botany,347,8,Rdup/Bnvl 0.1,0.0,2.0,0.1418970546041639,,,4.0,0.20135792079033082
2010,IRTE,Botany,325,6,Roundup 0.1,0.0,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2010,IRTE,Botany,334,4,Banvel 0.1,0.0,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2010,IRTE,Botany,302,3,Banvel 0.01,0.0,2.0,0.1418970546041639,,,5.0,0.2255134058981312
2010,IRTE,Hyslop,113,4,Banvel 0.1,1.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,49,8,Rdup/Bnvl 0.1,2.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2010,IRTE,Hyslop,72,3,Banvel 0.01,1.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Botany,361,8,Rdup/Bnvl 0.1,1.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,93,8,Rdup/Bnvl 0.1,1.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,121,7,Rdup/Bnvl 0.01,3.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Botany,374,8,Rdup/Bnvl 0.1,3.0,4.0,0.20135792079033082,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,135,6,Roundup 0.1,1.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2010,IRTE,Botany,330,2,No Spray,2.0,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2010,IRTE,Hyslop,111,8,Rdup/Bnvl 0.1,2.0,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2010,IRTE,Hyslop,141,7,Rdup/Bnvl 0.01,4.0,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2010,IRTE,Botany,399,8,Rdup/Bnvl 0.1,1.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,181,5,Roundup 0.01,1.0,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2010,IRTE,Botany,379,2,No Spray,4.0,4.0,0.20135792079033082,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,39,7,Rdup/Bnvl 0.01,1.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,85,6,Roundup 0.1,3.0,2.0,0.1418970546041639,,,4.0,0.20135792079033082
2010,IRTE,Botany,354,4,Banvel 0.1,1.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,388,3,Banvel 0.01,2.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Botany,365,5,Roundup 0.01,1.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,380,7,Rdup/Bnvl 0.01,1.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Botany,287,7,Rdup/Bnvl 0.01,1.0,2.0,0.1418970546041639,,,4.0,0.20135792079033082
2010,IRTE,Hyslop,70,2,No Spray,2.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,41,2,No Spray,1.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2010,IRTE,Hyslop,40,3,Banvel 0.01,1.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,170,6,Roundup 0.1,2.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Botany,224,3,Banvel 0.01,1.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,265,5,Roundup 0.01,1.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2010,IRTE,Hyslop,138,1,Carrier Control,3.0,2.0,0.1418970546041639,,,5.0,0.2255134058981312
2010,IRTE,Botany,371,7,Rdup/Bnvl 0.01,2.0,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2010,IRTE,Hyslop,36,7,Rdup/Bnvl 0.01,1.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,321,1,Carrier Control,1.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,210,4,Banvel 0.1,1.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,186,4,Banvel 0.1,1.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,341,8,Rdup/Bnvl 0.1,2.0,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2010,IRTE,Hyslop,92,2,No Spray,1.0,4.0,0.20135792079033082,,,6.0,0.24746706317044773
2010,IRTE,Hyslop,100,7,Rdup/Bnvl 0.01,3.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Botany,258,1,Carrier Control,1.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,364,6,Roundup 0.1,2.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2010,IRTE,Hyslop,107,3,Banvel 0.01,1.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,71,4,Banvel 0.1,4.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Botany,300,2,No Spray,2.0,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2010,IRTE,Botany,275,4,Banvel 0.1,2.0,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,114,2,No Spray,2.0,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2010,IRTE,Botany,375,3,Banvel 0.01,2.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2010,IRTE,Botany,335,3,Banvel 0.01,2.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2010,IRTE,Botany,303,7,Rdup/Bnvl 0.01,3.0,2.0,0.1418970546041639,,,5.0,0.2255134058981312
2010,IRTE,Hyslop,21,4,Banvel 0.1,2.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Botany,353,1,Carrier Control,3.0,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,IRTE,Hyslop,143,7,Rdup/Bnvl 0.01,6.0,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2010,IRTE,Botany,400,2,No Spray,2.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Hyslop,62,4,Banvel 0.1,4.0,4.0,0.20135792079033082,,,5.0,0.2255134058981312
2010,IRTE,Hyslop,105,1,Carrier Control,5.0,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2010,IRTE,Botany,301,5,Roundup 0.01,5.0,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2010,IRTE,Hyslop,79,3,Banvel 0.01,5.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,IRTE,Botany,314,3,Banvel 0.01,4.0,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,IRTE,Botany,225,2,No Spray,7.0,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2011,IRTE,Hyslop,2,6,Roundup 0.2,,1.0,0.1001674211615598,,,0.3,0.054799678915819716
2011,IRTE,Hyslop,6,1,Carrier Control,,2.0,0.1418970546041639,,,0.9,0.09501121173135532
